enunciados|modelos|varindep|vardep
Mientras un ascensor se mueve hacia arriba por un cubo a una velocidad de 3.00 m/s, se suelta una tuerca de un tornillo. La tuerca golpea el fondo del cubo del ascensor en 2.00 s. a) ¿A qué altura con respecto al fondo del cubo se encuentra el ascensor cuando se desprendió la tuerca? b) ¿Qué tan lejos del fondo estaba la tuerca 0.25 s después de salirse de su sitio?|LanzamientoVertical|[['v', 'v', '3.00', 'm/s', 'm/s'], ['t', '', '2.00', 's', 's'], ['t', '', '0.25', 's', 's']]|[['d', 'y', 'm']]
Una pelota de béisbol arrojada verticalmente hacia arriba desde la azotea de un edificio alto tiene una velocidad inicial de 20 m/s. (a) Calcule el tiempo necesario para que alcance la altura máxima, (b) Determine la altura máxima, (c) Determine su posición y su velocidad después de 1.5 s. (d) ¿Cuáles son su posición y su velocidad después de 5 s?|LanzamientoVertical|[['v', 'vi', '20', 'm/s', 'm/s'], ['t', '', '1.5', 's', 's'], ['t', '', '5', 's', 's']]|[['t', 't', 's'], ['d', 'ymax', 'm'], ['d', 'x', 'm'], ['v', 'v', 'm/s'], ['d', 'x', 'm'], ['v', 'v', 'm/s']]
Un robot llamado Fred se mueve inicialmente a 2.20 m/s por un pasillo en una terminal espacial. Después acelera a 4.80 m/s en un tiempo de 0.20 s. Determine el tamaño o la magnitud de su aceleración media a lo largo de la trayectoria recorrida.|MovimientoUniformementeAcelerado|[['v', '', '2.20', 'm/s', 'm/s'], ['v', '', '4.80', 'm/s', 'm/s'], ['t', 't', '0.20', 's', 's']]|[['a', 'am', 'm/s²']]
Se lanza un cuerpo hacia abajo desde el punto más alto de un edificio de 170 m de altura, formando un ángulo de 30º con la horizontal. Su rapidez inicial es de 40 m/s. a) ¿Cuánto tiempo transcurrirá antes de que el cuerpo llegue al piso? b) ¿A qué distancia del pie del edificio golpeará? c) ¿Cuál será el ángulo con la horizontal al cual chocará?|LanzamientodeProyectil|[['d', 'y', '170', 'm', 'm'], ['ang', 'ang', '30', 'º', 'º'], ['v', 'vi', '40', 'm/s', 'm/s']]|[['t', 't', 's'], ['d', 'd', 'm'], ['ang', 'ang', 'º']]
Se desea que el contorno exterior de una rueda de molino de 9.0 cm de radio se mueva a una tasa constante de 6.0 m/s. a) Determine la rapidez angular de la rueda. b) ¿Cuántos metros de cordón se pueden enredar en la cara lateral de la rueda en 3.0 s cuando gira con esta rapidez?|MovimientoCircular|[['d', 'r', '9.0', 'cm', 'm'], ['v', '', '6.0', 'm/s', 'm/s'], ['t', '', '3.0', 's', 's']]|[['w', 'w', 'rad/s']]
Un cuerpo cae libremente desde el reposo durante 6 segundos hasta llegar al suelo. Calcular la distancia que ha recorrido, o lo que es lo mismo, la altura desde donde se soltó.|CaidaLibre|[['v', 'vi', '0', 'm/s', 'm/s'], ['t', '', '6', 's', 's']]|[ ['d', 'y', 'm']]
Se lanza una pelota verticalmente hacia arriba en la Luna y regresa a su punto de partida en 4.0 s. La aceleración debida a la gravedad en ese lugar es de 1.60 m/s². Encuentre la rapidez inicial.|LanzamientoVertical|[['t', '', '4.0', 's', 's'], ['a', '', '1.60', 'm/s²', 'm/s²']]|[['v', 'vi', 'm/s']]
Una caja descansa en un punto que se encuentra a 2.0 m del eje de una plataforma circular horizontal. El coeficiente de fricción estática entre la caja y la plataforma es de 0.25. Si la tasa de rotación de la plataforma aumenta lentamente desde cero, ¿con qué rapidez angular empezará a resbalar la caja?|MovimientoCircular|[['d', '', '2.0', 'm', 'm'], ['uk', 'uk', '0.25', ' ']]|[['w', 'w', 'rad/s']]
Un autobús que se mueve en línea recta con rapidez de 20 m/s comienza a detenerse a razón de 3.0 m/s cada segundo. Encuentre cuánto se desplaza antes de detenerse.|MovimientoUniformementeAcelerado|[['v', 'v', '20', 'm/s', 'm/s'], ['a', '', '3.0', 'm/s', 'm/s'], ['v', 'vf', '0', 'm/s', 'm/s']]|[['d', 'd', 'm']]
Un tren monorriel que viaja a 22 m/s tiene que detenerse en una distancia de 120 m. ¿Qué aceleración media se requiere y cuál es el tiempo de frenado?|MovimientoUniformementeAcelerado|[['v', '', '22', 'm/s', 'm/s'], ['d', 'd', '120', 'm', 'm']]|[['a', 'am', 'm/s²'], ['t', 't', 's']]
La rapidez de un camión se incrementa uniformemente desde 15 km/h hasta 60 km/h en 20 s. Determine: a) la rapidez promedio, b) la aceleración y c) la distancia recorrida, todo en unidades de metros y segundos.|MovimientoUniformementeAcelerado|[['v', '', '15', 'km/h', 'm/s'], ['v', '', '60', 'km/h', 'm/s'], ['t', '', '20', 's', 's']]|[['v', 'v', 'm/s'], ['v', 'vm', 'm/s'], ['a', 'a', 'm/s²'], ['d', 'd', 'm']]
Un tren que corre a lo largo de una línea recta a 30 m/s frena uniformemente hasta detenerse en 44 s. Determine la aceleración y la distancia recorrida hasta detenerse.|MovimientoUniformementeAcelerado|[['v', '', '30', 'm/s', 'm/s'], ['v', 'vf', '0', 'm/s', 'm/s'], ['t', '', '44', 's', 's']]|[['a', 'a', 'm/s²'], ['d', 'd', 'm']]
Una nave espacial orbita la Luna a una altura de 20000 m. Si supone que sólo está sujeta al jalón gravitacional de la Luna, encuentre su rapidez y el tiempo que tarda en completar una órbita. Para la Luna, mL = 7.34x10^22 kg y r =  1.738x10^6 m.|MovimientoCircular|[['d', 'y', '20000', 'm', 'm'], ['m', '', '7.34E22', 'kg', 'kg'], ['d', '', '1.738E6', 'm', 'm']]|[['v', 'v', 'm/s'], ['t', 't', 's']]
Un camión recorre 40.0 m en 8.50 s mientras reduce la velocidad hasta una velocidad final de 2.80 m/s. (a) Hallar su velocidad inicial. (b) Hallar su aceleración.|MovimientoUniformementeAcelerado|[['d', '', '40.0', 'm', 'm'], ['t', '', '8.50', 's', 's'], ['v', 'vf', '2.80', 'm/s', 'm/s']]|[['v', 'vi', 'm/s'], ['a', 'a', 'm/s²']]
Supongamos que arrojamos una piedra hacia arriba, ¿a que velocidad la tenemos que lanzar para que alcance una altura máxima de 32 metros?|CaidaLibre|[['d', 'ymax', '32', 'm', 'm']]|[['v', 'v', 'm/s']]
Una flecha se dispara verticalmente hacia arriba con una velocidad inicial de 80 ft/s. ¿Cuál es su altura máxima?|LanzamientoVertical|[['v', 'vi', '80', 'ft/s', 'm/s']]|[['d', 'ymax', 'm']]
¿De qué altura cae un cuerpo que tarda 4 s en llegar al suelo?|CaidaLibre|[['t', 't', '4', 's', 's']]|[['d', 'y', 'm']]
Desde una altura de 120 m se deja caer un cuerpo libremente. Calcular: a) La rapidez al cabo de 2 s b) La rapidez cuando haya descendido 80 m c) Tiempo que tarda en llegar al suelo d) Rapidez con que llega al suelo e) Los metros descendidos cuando la rapidez es de 40 m/s.|CaidaLibre|[['d', 'y', '120', 'm', 'm'], ['t', '', '2', 's', 's'], ['d', '', '80', 'm', 'm'], ['v', 'v', '40', 'm/s', 'm/s']]|[['v', 'v', 'm/s'], ['v', 'v', 'm/s'], ['t', 't', 's'], ['v', 'v', 'm/s']]
Desde el balcón de un edificio se deja caer una manzana y llega a la planta baja en 5 s. a) ¿Desde qué piso se dejo caer, si cada piso mide 2.88 m? b) ¿Con qué velocidad llega a la planta baja?|CaidaLibre|[['t', '', '5', 's', 's'], ['d', 'l', '2.88', 'm', 'm']]|[['v', 'v', 'm/s']]
Un automóvil tiene llantas de 30 cm de radio. Parte del reposo y (sin deslizamiento) acelera uniformemente hasta una rapidez de 15 m/s en un tiempo de 8.0 s. Encuentre la aceleración angular de sus llantas y el número de vueltas que da una llanta en este tiempo.|MovimientoCircular|[['d', 'r', '30', 'cm', 'm'], ['v', 'vi', '0', 'm/s', 'm/s'], ['v', 'v', '15', 'm/s', 'm/s'], ['t', 't', '8.0', 's', 's']]|[['alfa', 'alfa', 'rad/s²'], ['n','','rev']]
Un tren que viaja inicialmente a 16 m/s se acelera constantemente a razón de 2 m/s² en la misma dirección. ¿Cuán lejos viajará en 20 s? ¿Cuál será su velocidad final?|MovimientoUniformementeAcelerado|[['v', '', '16', 'm/s', 'm/s'], ['a', '', '2', 'm/s²', 'm/s²'], ['t', '', '20', 's', 's']]|[['d', 'd', 'm'], ['v', 'vf', 'm/s']]
Como se muestra en la figura 2-7, se lanza una pelota desde lo alto de un edificio hacia otro más alto, a 50 m de distancia. La velocidad inicial de la pelota es de 20 m/s, con una inclinación de 40º SOBRE LA HORIZONTAL. ¿A qué distancia, por encima o por debajo de su nivel inicial, golpeará la pelota sobre la pared opuesta?|LanzamientodeProyectil|[['d', 'd', '50', 'm', 'm'], ['v', '', '20', 'm/s', 'm/s'], ['ang', '', '40', 'º', 'º']]|[['d', 'd', 'm']]
Una banda pasa por una rueda de 25 cm de radio, como se muestra en la figura 9-3. Si un punto en la banda tiene una rapidez de 5.0 m/s, ¿qué tan rápido gira la rueda?|MovimientoCircular|[['d', 'r', '25', 'cm', 'm'], ['v', 'v', '5.0', 'm/s', 'm/s']]|[['v', 'v', 'm/s']]
Como se muestra en la figura 9-4, una pelota B está amarrada a un extremo de un cordel de 24 cm de longitud, y el otro extremo se encuentra sujeto a un punto fijo Q. La pelota se mueve en un círculo horizontal como se muestra. Encuentre la rapidez de la pelota en su trayectoria circular si el cordel forma un ángulo de 30º con la vertical.|MovimientoCircular|[['d', 'l', '24', 'cm', 'm'], ['ang', 'ang', '30', 'º', 'º']]|[['v', 'v', 'm/s']]
Un volantín gira a 480 rpm. Calcule la rapidez angular en cualquier punto del volantín y la rapidez tangencial a 30.0 cm del centro.|MovimientoCircular|[['w', '', '480', 'rpm', 'rad/s'], ['d', '', '30.0', 'cm', 'm']]|[['w', 'w', 'rad/s'], ['v', 'vt', 'm/s']]
La centrífuga de secado de una lavadora que gira a 900 rpm frena uniformemente a 300 rpm mientras efectúa 50 revoluciones. Calcule a) la aceleración angular y b) el tiempo requerido para completar las 50 revoluciones.|MovimientoCircular|[['w', '', '900', 'rpm', 'rad/s'], ['w', '', '300', 'rpm', 'rad/s'], ['n', '', '50', 'rev', 'rev']]|[['alfa', 'alfa', 'rad/s²'], ['t', 't', 's']]
¿Desde qué altura debe caer el agua de una presa para golpear la rueda de una turbina con velocidad de 30 m/s?|CaidaLibre|[['v', 'v', '30', 'm/s', 'm/s']]|[['d', 'y', 'm']]
Se dispara un proyectil con una velocidad inicial de 80 m/s con un ángulo de 30º por encima de la horizontal. Determine (a) su posición y velocidad después de 6 s, (b) el tiempo necesario para que alcance su altura máxima, y (c) el alcance horizontal R.|LanzamientodeProyectil|[['v', 'vi', '80', 'm/s', 'm/s'], ['ang', 'ang', '30', 'º', 'º'], ['t', '', '6', 's', 's']]|[['d', 'x', 'm'], ['v', 'v', 'm/s'], ['t', 't', 's'], ['d', 'ymax', 'm'], ['d', 'alc', 'm']]
Un esquiador parte del reposo y se desliza 9.0 m hacia abajo, por una pendiente, en 3.0 s. ¿Cuánto tiempo, después del inicio, el esquiador habrá adquirido una velocidad de 24 m/s? Considere la aceleración constante y la trayectoria recta.|MovimientoUniformementeAcelerado|[['v', 'vi', '0', 'm/s', 'm/s'], ['d', '', '9.0', 'm', 'm'], ['t', '', '3.0', 's', 's'], ['v', 'v', '24', 'm/s', 'm/s']]|[['t', 't', 's'], ['a', 'a', 'm/s²']]
Un objeto parte del reposo con una aceleración constante de 8.00 m/s² a lo largo de una línea recta. Encuentre: a) la rapidez después de 5.00 s, b) la rapidez media para el intervalo de 5.00 s y c) la distancia total recorrida en los 5.00 s.|MovimientoUniformementeAcelerado|[['v', 'vi', '0', 'm/s', 'm/s'], ['a', '', '8.00', 'm/s²', 'm/s²'], ['t', '', '5.00', 's', 's'], ['t', '', '5.00', 's', 's'], ['t', '', '5.00', 's', 's']]|[['a', 'a', 'm/s²'], ['v', 'v', 'm/s'], ['v', 'vm', 'm/s'], ['d', 'd', 'm']]
Un camión que viaja a 60 mi/h frena hasta detenerse por completo en un tramo de 180 ft. ¿Cuáles fueron la aceleración media y el tiempo de frenado?|MovimientoUniformementeAcelerado|[['v', '', '60', 'mi/h', 'm/s'], ['v', 'vf', '0', 'm/s', 'm/s'], ['d', '', '180', 'ft', 'm']]|[['a', 'am', 'm/s²'], ['t', 't', 's']]
El cuerpo humano puede soportar con seguridad una aceleración de hasta 9.00 veces la de la gravedad. ¿Con qué radio de curvatura mínimo un piloto puede hacer que el avión gire hacia arriba, sin peligro, al final de una picada, si la rapidez del avión es de 770 km/h?|MovimientoCircular|[['v', '', '770', 'km/h', 'm/s']]|[['d', 'r', 'm']]
Un cuerpo con rapidez inicial de 40 m/s se lanza hacia arriba desde el nivel del piso, con un ángulo de 50º con la horizontal. a) ¿Cuánto tiempo transcurrirá antes de que el cuerpo choque contra el piso? b) ¿A qué distancia del punto de partida golpeará el piso? c) ¿Cuál será el ángulo con la horizontal al chocar? |LanzamientodeProyectil|[['v', 'vi', '40', 'm/s', 'm/s'], ['ang', 'ang', '50', 'º', 'º']]|[['t', 't', 's'], ['d', 'd', 'm'], ['ang', 'ang', 'º']]
Una piedra se lanza hacia arriba con una rapidez de 20 m/s. En su camino hacia abajo es atrapada en un punto situado a 5.0 m por encima del lugar desde donde se lanzó. a) ¿Qué rapidez tenía cuando fue atrapada? b) ¿Cuánto tiempo tomó el recorrido?|LanzamientoVertical|[['v', 'v', '20', 'm/s', 'm/s'], ['d', '', '5.0', 'm', 'm']]|[['v', 'v', 'm/s'], ['t', 't', 's']]
Se lanza una pelota de béisbol verticalmente hacia arriba en la superficie lunar con una rapidez inicial de 35 m/s. Calcule: a) la máxima altura que alcanza la pelota, b) el tiempo que tarda en alcanzar esa altura, c) su velocidad 30 s después de lanzarse y d) cuándo la pelota está a 100 m de altura.|LanzamientoVertical|[['v', 'vi', '35', 'm/s', 'm/s'], ['t', '', '30', 's', 's'], ['d', '', '100', 'm', 'm']]|[['d', 'ymax', 'm'], ['t', 't', 's'], ['v', 'v', 'm/s']]
Un ventilador gira a una tasa de 900 rpm (rev min). a) Calcule la rapidez angular de cualquier punto que se encuentre sobre las aspas del ventilador. b) Determine la rapidez tangencial del extremo del aspa, si la distancia desde el centro al extremo es de 20.0 cm.|MovimientoCircular|[['w', '', '900', 'rpm', 'rad/s'], ['d', '', '20.0', 'cm', 'm']]|[['w', 'w', 'rad/s'], ['v', 'vt', 'm/s'], ['d', 'd', 'm']]
Si se deja caer una piedra desde la terraza de un edificio y se observa que tarda 6 s en llegar al suelo. Calcular: a) A qué altura estaría esa terraza. b) Con qué velocidad llegaría la piedra al piso.|CaidaLibre|[['t', 't', '6', 's', 's']]|[['d', 'y', 'm'], ['v', 'v', 'm/s']]
En un tiro libre, la pelota sale del botín del jugador con una rapidez inicial  de  100.0 [m/s] y forma un ángulo (ángulo de tiro) de 30.0º con la horizontal. Determine: a)  La distancia entre el punto de lanzamiento 0 y el punto de regreso a tierra A.  b)  La magnitud de la velocidad de la pelota cuando regresa a tierra y el ángulo que forma con el  semieje +x.|LanzamientodeProyectil|[['v', 'vi', '100.0', 'm/s', 'm/s'], ['ang', '', '30.0', 'º', 'º']]|[['d', 'd', 'm'], ['v', 'v', 'm/s'], ['ang', 'ang', 'º']]
Supongamos que se deja caer un cuerpo desde una altura desconocida, después de transcurridos unos seis segundos el objeto toca el suelo. 1)¿Desde que altura se soltó el objeto? 2)¿A que velocidad llego al suelo?|CaidaLibre|[['t', '', '6', 's', 's']]|[['d', 'y', 'm'], ['v', 'v', 'm/s']]
Una canica, que rueda con una rapidez de 20 cm/s, cae por el borde de una mesa que tiene una altura de 80 cm. a) ¿Cuánto tiempo necesita para chocar con el piso? b) ¿A qué distancia horizontal del borde de la mesa chocará la canica contra el piso?|LanzamientodeProyectil|[['v', 'v', '20', 'cm/s', 'm/s'], ['d', 'y', '80', 'cm', 'm']]|[['t', 't', 's'], ['d', 'd', 'm']]
Un cuerpo se deja caer libremente y al instante de chocar con el suelo tiene  una rapidez de 39.2 m/s. Calcular a) el tiempo que tarda en la caída, b) la altura desde donde se dejo caer, c) altura a la cual tendrá una rapidez de 9.8 m/s.|CaidaLibre|[['v', 'v', '39.2', 'm/s', 'm/s'], ['v', 'v', '9.8', 'm/s', 'm/s']]|[['t', 't', 's'], ['d', 'y', 'm'], ['d', 'y', 'm']]
Se deja caer una pelota, inicialmente en reposo, desde una altura de 50 m sobre el nivel del suelo. a) ¿Cuál será la rapidez de la pelota justo en el momento anterior al choque contra el suelo?. b) ¿Cuánto tiempo requiere para llegar al suelo?.|CaidaLibre|[['v', 'vi', '0', 'm/s', 'm/s'], ['d', 'y', '50', 'm', 'm']]|[['v', 'v', 'm/s'], ['t', 't', 's']]
Un aeroplano parte del reposo y acelera uniformemente en línea recta sobre el piso antes de elevarse. Recorre 600 m en 12 s. Encuentre: a) la aceleración, b) la rapidez al final de los 12 s y c) la distancia que recorre durante el duodécimo segundo.|MovimientoUniformementeAcelerado|[['v', 'vi', '0', 'm/s', 'm/s'], ['d', '', '600', 'm', 'm'], ['t', '', '12', 's', 's'], ['t', '', '12', 's', 's'], ['t', '', '12', 's', 's']]|[['a', 'a', 'm/s²'], ['v', 'vf', 'm/s'], ['d', 'd', 'm']]
Un avión aterriza en la cubierta de un portaaviones con una velocidad inicial de 90 m/s y se detiene por completo en una distancia de 100 m. Encuentre la aceleración y el tiempo necesario para detenerlo.|MovimientoUniformementeAcelerado|[['v', 'vi', '90', 'm/s', 'm/s'], ['v', 'vf', '0', 'm/s', 'm/s'], ['d', 'd', '100', 'm', 'm']]|[['a', 'a', 'm/s²'], ['t', 't', 's']]
Un automóvil viaja a 20.0 m/s cuando el conductor pisa los frenos y se detiene en una línea recta en 4.2 s. ¿Cuál es la magnitud de su aceleración media?|MovimientoUniformementeAcelerado|[['v', '', '20.0', 'm/s', 'm/s'], ['t', '', '4.2', 's', 's']]|[['a', 'am', 'm/s²']]
Un cuerpo se lanzó hacia arriba 20 s para regresar al suelo. Calcular la rapidez con  que fue lanzado y altura alcanzada.|LanzamientoVertical|[['t', '', '20', 's', 's']]|[['v', 'v', 'm/s'], ['d', 'y', 'm']]
Una manguera que se encuentra tendida en el piso lanza una corriente de agua hacia arriba con un ángulo de 40º con la horizontal. La rapidez del agua es de 20 m/s cuando sale de la manguera. ¿A qué altura golpeará sobre una pared que se encuentra a 8.0 m de distancia?|LanzamientodeProyectil|[['ang', 'ang', '40', 'º', 'º'], ['v', '', '20', 'm/s', 'm/s'], ['d', 'd', '8.0', 'm', 'm']]|[['v', 'v', 'm/s'], ['d', 'y', 'm']]
Un esquiador inicia un salto horizontalmente con una velocidad inicial de 25 m/s, como se muestra en la figura 6.10. La altura inicial al final de la rampa es de 80 m arriba del punto de contacto con el suelo, (a) ¿Cuánto tiempo permanece en el aire el esquiador? (b) ¿Cuán lejos viaja horizontalmente? (c) ¿Cuáles son las componentes horizontal y vertical de la velocidad final?|LanzamientodeProyectil|[['v', 'vi', '25', 'm/s', 'm/s'], ['d', '', '80', 'm', 'm']]|[['t', 't', 's'], ['d', 'd', 'm'], ['v', 'vf', 'm/s']]
Un avión de reacción aterriza en un portaaviones a 63 m/s. (A) ¿Cuál es la aceleración (supuesta constante) si se detiene en 2.0 s debido a un cable sujetador que engancha el avión y lo detiene?  (B) Sí el avión hace contacto con la pista en la posición xi=0, ¿cuál es su posición final?|MovimientoUniformementeAcelerado|[['v', '', '63', 'm/s', 'm/s'], ['t', '', '2.0', 's', 's']]|[['a', 'a', 'm/s²'], ['d', 'x', 'm'], ['d', 'xf', 'm']]
Una pelota de béisbol sale golpeada por el bate con una velocidad de 30 m/s a un ángulo de 30º. ¿Cuáles son las componentes horizontal y vertical de su velocidad después de 3 s?|LanzamientodeProyectil|[['v', 'v', '30', 'm/s', 'm/s'], ['ang', 'ang', '30', 'º', 'º'], ['t', '', '3', 's', 's']]|[['v', 'v', 'm/s']]
Desde un globo que está a 300 m sobre el suelo y se eleva a 13 m/s, se deja caer una bolsa de lastre. Para la bolsa, encuentre: a) la altura máxima que alcanza, b) su posición y velocidad después de 5.0 s de haberse desprendido y c) el tiempo que tarda en bajar y golpear el suelo.|LanzamientoVertical|[['d', '', '300', 'm', 'm'], ['v', '', '13', 'm/s', 'm/s'], ['t', '', '5.0', 's', 's']]|[['d', 'ymax', 'm'], ['d', 'x', 'm'], ['v', 'v', 'm/s'], ['t', 't', 's']]
¿Cuántos radianes se mueve en 6.00 h un punto en la superficie de la Tierra (fuera de los polos) como resultado del movimiento de rotación? ¿Cuál es la rapidez de un punto en el ecuador? El radio de la Tierra es 6370 km.|MovimientoCircular|[['t', '', '6.00', 'h', 's'], ['d', '', '6370', 'km', 'm']]|[['ang', 'ang', 'º'], ['v', 'v', 'm/s']]
Como se muestra en la figura 9-6, un cuerpo de 0.90 kg amarrado a una cuerda gira en un círculo vertical de 2.50 m de radio. a) ¿Cuál debe ser la rapidez mínima vt que debe tener el cuerpo en el punto más alto del círculo, de modo que no salga de la trayectoria circular? b) Bajo la condición a), ¿qué rapidez tendrá el objeto después de caer al punto más bajo del círculo? c) ¿Cuál es la tensión FTb en la cuerda cuando el cuerpo está en el punto más bajo del círculo y se mueve con la rapidez crítica vb?|MovimientoCircular|[['m', '', '0.90', 'kg', 'kg'], ['d', 'r', '2.50', 'm', 'm']]|[['v', 'vmin', 'm/s'], ['v', 'v', 'm/s'],  ['T', 'F', 'N'], ['v', 'v', 'm/s']]
